buss_no,fiscalyear,balancebf,current_balance,totalamountdue,transdate,electoralarea,assessmentby,buss_type
2349,2015,0,140,120,2015-12-28 00:00:00.000,ANOMABO,supervisor,Cement Shops
2350,2015,0,72,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2351,2015,0,36,36,2015-12-28 00:00:00.000,ANOMABO,supervisor,Corn Millers:     Cat. B - 1 Mill 
2352,2015,0,36,36,2015-12-28 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
2353,2015,0,140,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2354,2015,0,30,60,2015-12-28 00:00:00.000,ANOMABO,supervisor,Beer / Wine / Spirit Sellers
2355,2015,0,60,60,2015-12-28 00:00:00.000,ANOMABO,supervisor,Beer / Wine / Spirit Sellers
2356,2015,0,72,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2357,2015,0,72,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2358,2015,0,72,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2359,2015,0,72,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2360,2015,0,120,120,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2361,2015,0,72,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2362,2015,0,72,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2363,2015,0,36,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
2364,2015,0,72,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2365,2015,0,120,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2366,2015,0,60,60,2015-12-28 00:00:00.000,ANOMABO,supervisor,Beer / Wine / Spirit Sellers
2367,2015,0,36,36,2015-12-28 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
2368,2015,0,52,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2369,2015,0,60,60,2015-12-28 00:00:00.000,ANOMABO,supervisor,Beer / Wine / Spirit Sellers
2370,2015,0,120,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2371,2015,0,36,36,2015-12-28 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
2372,2015,0,36,36,2015-12-28 00:00:00.000,ANOMABO,supervisor,Corn Millers:     Cat. B - 1 Mill 
2373,2015,0,60,60,2015-12-28 00:00:00.000,ANOMABO,supervisor,Beer / Wine / Spirit Sellers
2374,2015,0,36,36,2015-12-28 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
2375,2015,0,36,36,2015-12-28 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
2376,2015,0,60,60,2015-12-28 00:00:00.000,ANOMABO,supervisor,Beer / Wine / Spirit Sellers
2377,2015,0,0,120,2015-12-28 00:00:00.000,ANOMABO,supervisor,Chemical Sellers (Small)
2378,2015,0,60,60,2015-12-28 00:00:00.000,ANOMABO,supervisor,Beer / Wine / Spirit Sellers
2379,2015,0,72,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2380,2015,0,50,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2381,2015,0,60,60,2015-12-28 00:00:00.000,ANOMABO,supervisor,Corn Millers:     Cat. B - 1 Mill 
2382,2015,0,60,60,2015-12-28 00:00:00.000,ANOMABO,supervisor,Beer / Wine / Spirit Sellers
2383,2015,0,72,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2384,2015,0,0,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2385,2015,0,180,180,2015-12-28 00:00:00.000,ANOMABO,supervisor,Chemical sellers (Big)
2386,2015,0,10,36,2015-12-28 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
2387,2015,0,72,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2388,2015,0,72,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2389,2015,0,72,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2390,2015,0,72,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2391,2015,0,72,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2392,2015,0,72,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2393,2015,0,36,36,2015-12-28 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
2394,2015,0,72,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2395,2015,0,36,36,2015-12-28 00:00:00.000,ANOMABO,supervisor,Carpentry workshop/showroom
2396,2015,0,72,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2397,2015,0,72,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2398,2015,0,120,120,2015-12-28 00:00:00.000,ANOMABO,supervisor,Chemical Sellers (Small)
2399,2015,0,72,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2400,2015,0,60,60,2015-12-28 00:00:00.000,ANOMABO,supervisor,Beer / Wine / Spirit Sellers
2401,2015,0,36,36,2015-12-28 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
2402,2015,0,60,60,2015-12-28 00:00:00.000,ANOMABO,supervisor,Beer / Wine / Spirit Sellers
2403,2015,0,36,36,2015-12-28 00:00:00.000,ANOMABO,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
2404,2015,0,72,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2405,2015,0,72,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2406,2015,0,125,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2407,2015,0,60,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2408,2015,0,40,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,Refrigerator/Phone/Generators Repaires
2409,2015,0,36,36,2015-12-28 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
2410,2015,0,72,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2411,2015,0,72,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2412,2015,0,72,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2413,2015,0,36,36,2015-12-28 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
2414,2015,0,36,36,2015-12-28 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
2415,2015,0,72,72,2015-12-28 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
2416,2015,0,36,36,2015-12-28 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
2417,2015,0,36,36,2015-12-28 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
2418,2015,0,36,36,2015-12-29 00:00:00.000,ANOMABO,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
2419,2015,0,36,36,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Seamstress & Hairdressers with other Facilities 
2420,2015,0,48,48,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Beer / Wine / Spirit Sellers
2421,2015,0,60,60,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Beer / Wine / Spirit Sellers
2422,2015,0,60,60,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Beer / Wine / Spirit Sellers
2423,2015,0,48,48,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Beer / Wine / Spirit Sellers
2424,2015,0,48,48,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Akpeteshie Sellers
2425,2015,0,48,48,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Akpeteshie Sellers
2426,2015,0,48,48,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Akpeteshie Sellers
2427,2015,0,60,60,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Beer / Wine / Spirit Sellers
2428,2015,0,48,48,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Akpeteshie Sellers
2429,2015,0,48,48,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Akpeteshie Sellers
2430,2015,0,72,72,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,GENERAL GOODS
2431,2015,0,48,48,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Akpeteshie Sellers
2432,2015,0,48,48,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Akpeteshie Sellers
2433,2015,0,48,48,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Akpeteshie Sellers
2434,2015,0,48,48,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Akpeteshie Sellers
2435,2015,0,48,48,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Akpeteshie Sellers
2436,2015,0,48,48,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Akpeteshie Sellers
2437,2015,0,48,48,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Akpeteshie Sellers
2438,2015,0,48,48,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Akpeteshie Sellers
2439,2015,0,72,72,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,GENERAL GOODS
2440,2015,0,72,72,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,GENERAL GOODS
2441,2015,0,60,60,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Beer / Wine / Spirit Sellers
2442,2015,0,72,72,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,GENERAL GOODS
2443,2015,0,72,72,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,GENERAL GOODS
2444,2015,0,36,36,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Seamstress & Hairdressers with other Facilities 
2445,2015,0,240,72,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,GENERAL GOODS
2446,2015,0,36,36,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Seamstress & Hairdressers with other Facilities 
2447,2015,0,120,120,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,GENERAL GOODS
2448,2015,0,60,60,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Beer / Wine / Spirit Sellers
2449,2015,0,60,60,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Beer / Wine / Spirit Sellers
2450,2015,0,48,60,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Beer / Wine / Spirit Sellers
2451,2015,0,48,60,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Beer / Wine / Spirit Sellers
2452,2015,0,48,60,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Beer / Wine / Spirit Sellers
2453,2015,0,48,60,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Beer / Wine / Spirit Sellers
2454,2015,0,48,60,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Beer / Wine / Spirit Sellers
2455,2015,0,72,72,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,GENERAL GOODS
2456,2015,0,60,60,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,GENERAL GOODS
2457,2015,0,72,72,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Provision Store
2458,2015,0,72,72,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,GENERAL GOODS
2459,2015,0,72,72,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,GENERAL GOODS
2460,2015,0,72,72,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,GENERAL GOODS
2461,2015,0,48,60,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Beer / Wine / Spirit Sellers
2462,2015,0,48,60,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Beer / Wine / Spirit Sellers
2463,2015,0,48,60,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Beer / Wine / Spirit Sellers
2464,2015,0,48,60,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Beer / Wine / Spirit Sellers
2465,2015,0,60,60,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Beer / Wine / Spirit Sellers
2466,2015,0,60,60,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Beer / Wine / Spirit Sellers
2467,2015,0,72,72,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,GENERAL GOODS
2468,2015,0,60,60,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Beer / Wine / Spirit Sellers
2469,2015,0,60,60,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,GENERAL GOODS
2470,2015,0,72,72,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,GENERAL GOODS
2471,2015,0,60,60,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,GENERAL GOODS
2472,2015,0,72,72,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,GENERAL GOODS
2473,2015,0,72,72,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,GENERAL GOODS
2474,2015,0,120,120,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,GENERAL GOODS
2475,2015,0,72,72,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,GENERAL GOODS
2476,2015,0,72,72,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,GENERAL GOODS
2477,2015,0,72,72,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Akpeteshie Sellers
2478,2015,0,180,180,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Chemical sellers (Big)
2479,2015,0,120,120,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,GENERAL GOODS
2480,2015,0,36,36,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
2481,2015,0,36,36,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Seamstress & Hairdressers with other Facilities 
2482,2015,0,120,120,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,GENERAL GOODS
2483,2015,0,72,72,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,GENERAL GOODS
2484,2015,0,36,36,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
2485,2015,0,36,36,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
2486,2015,0,72,72,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,GENERAL GOODS
2487,2015,0,72,72,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,GENERAL GOODS
2488,2015,0,72,72,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,GENERAL GOODS
2489,2015,0,60,180,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Beer / Wine / Spirit Sellers
2490,2015,0,72,72,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,GENERAL GOODS
2491,2015,0,120,120,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Chemical Sellers (Small)
2492,2015,0,48,60,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Beer / Wine / Spirit Sellers
2493,2015,0,48,60,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Beer / Wine / Spirit Sellers
2494,2015,0,48,60,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Beer / Wine / Spirit Sellers
2495,2015,0,60,60,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Beer / Wine / Spirit Sellers
2496,2015,0,60,60,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Beer / Wine / Spirit Sellers
2497,2015,0,36,36,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Seamstress & Hairdressers with other Facilities 
2498,2015,0,36,36,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,Seamstress & Hairdressers with other Facilities 
2499,2015,0,120,120,2015-12-30 00:00:00.000,YAMORANSA/EGUASE,supervisor,GENERAL GOODS
2500,2015,0,36,36,2015-12-31 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
2501,2015,0,36,36,2015-12-31 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
2502,2015,0,36,36,2015-12-31 00:00:00.000,MANKESSIM,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
2503,2015,0,36,36,2015-12-31 00:00:00.000,MANKESSIM,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
2504,2015,0,36,36,2015-12-31 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
2505,2015,0,36,36,2015-12-31 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
2506,2015,0,36,36,2015-12-31 00:00:00.000,MANKESSIM,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
2507,2015,0,36,36,2015-12-31 00:00:00.000,MANKESSIM,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
2508,2015,0,36,36,2015-12-31 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
2509,2015,0,72,72,2015-12-31 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
2510,2015,0,72,72,2015-12-31 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
2511,2015,0,720,720,2015-12-25 00:00:00.000,MANKESSIM,supervisor,Fuel Filling & Serv. Station
3,2016,180,78,420,2016-07-08 00:00:00.000,ANOMABO,supervisor,Provision Store
5,2016,804,0,1668,2016-07-08 00:00:00.000,ANOMABO,supervisor,Corn Millers:     Cat. B - 1 Mill 
8,2016,0,150,150,2016-07-08 00:00:00.000,ANOMABO,supervisor,K. G to Primary
9,2016,36,36,72,2016-07-08 00:00:00.000,ANOMABO,supervisor,Barber
28,2016,36,36,72,2016-07-08 00:00:00.000,ANOMABO,supervisor,Medium Fitting Shop
31,2016,120,120,240,2016-07-08 00:00:00.000,ANOMABO,supervisor,Provision Store
33,2016,36,36,72,2016-07-08 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
56,2016,240,240,480,2016-07-08 00:00:00.000,ANOMABO,supervisor,Provision Store
58,2016,120,120,240,2016-07-08 00:00:00.000,ANOMABO,supervisor,Cement Shops
59,2016,36,36,72,2016-07-08 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
282,2016,72,72,144,2016-07-08 00:00:00.000,ANOMABO,supervisor,TV & Electrical Appliance (Lawyer Enchil & Kama et
285,2016,120,120,240,2016-07-08 00:00:00.000,ANOMABO,supervisor,Comm. Centre/Secretarial Services
286,2016,36,36,72,2016-07-08 00:00:00.000,ANOMABO,supervisor,Medium Fitting Shop
287,2016,190,240,430,2016-07-08 00:00:00.000,ANOMABO,supervisor,Provision Store
288,2016,36,36,72,2016-07-08 00:00:00.000,ANOMABO,supervisor,Tailors
289,2016,120,60,240,2016-07-08 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS(TOMATOES
290,2016,32,72,104,2016-07-08 00:00:00.000,ANOMABO,supervisor,TV & Electrical Appliance (Lawyer Enchil & Kama et
291,2016,80,180,260,2016-07-08 00:00:00.000,ANOMABO,supervisor,Chemical sellers (Big)
292,2016,100,100,200,2016-07-08 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
293,2016,48,48,96,2016-07-08 00:00:00.000,ANOMABO,supervisor,Kente Weaver/Electricians/Wireless/tv repaires
295,2016,36,36,72,2016-07-08 00:00:00.000,ANOMABO,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
296,2016,30,60,90,2016-07-08 00:00:00.000,ANOMABO,supervisor,Beer / Wine / Spirit Sellers
297,2016,36,36,72,2016-07-08 00:00:00.000,ANOMABO,supervisor,Medium Fitting Shop
298,2016,36,36,72,2016-07-08 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
299,2016,120,60,240,2016-07-08 00:00:00.000,ANOMABO,supervisor,Premix Retailers/Lubricant Retailers
300,2016,60,60,120,2016-07-08 00:00:00.000,ANOMABO,supervisor,Beer / Wine / Spirit Sellers
302,2016,240,150,480,2016-07-08 00:00:00.000,ANOMABO,supervisor,Provision Store
303,2016,120,120,240,2016-07-08 00:00:00.000,ANOMABO,supervisor,Cement Shops
304,2016,190,120,430,2016-07-08 00:00:00.000,ANOMABO,supervisor,Provision Store
305,2016,36,36,72,2016-07-08 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
306,2016,36,36,72,2016-07-08 00:00:00.000,ANOMABO,supervisor,Mobile to Mobile Transfers & Credit Cards 
308,2016,120,120,240,2016-07-08 00:00:00.000,ANOMABO,supervisor,Palm Kernel/Tomatoes/Peppers Millers
310,2016,120,120,240,2016-07-08 00:00:00.000,ANOMABO,supervisor,Cement Shops
312,2016,100,100,200,2016-07-08 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
392,2016,36,36,72,2016-07-08 00:00:00.000,ANOMABO,supervisor,Medium Fitting Shop
393,2016,72,52,144,2016-07-08 00:00:00.000,ANOMABO,supervisor,TV & Electrical Appliance (Lawyer Enchil & Kama et
395,2016,180,180,360,2016-07-08 00:00:00.000,ANOMABO,supervisor,Chemical sellers (Big)
397,2016,72,72,144,2016-07-08 00:00:00.000,ANOMABO,supervisor,TV & Electrical Appliance (Lawyer Enchil & Kama et
399,2016,36,36,72,2016-07-08 00:00:00.000,ANOMABO,supervisor,Barber
400,2016,120,120,240,2016-07-08 00:00:00.000,ANOMABO,supervisor,GENERAL GOODS
419,2016,48,48,96,2016-07-08 00:00:00.000,ANOMABO,supervisor,Refrigerator/Phone/Generators Repaires
421,2016,36,36,72,2016-07-08 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
423,2016,230,240,470,2016-07-08 00:00:00.000,ANOMABO,supervisor,Hard-Ware 
424,2016,36,36,72,2016-07-08 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
434,2016,36,36,72,2016-07-08 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
425,2016,60,60,120,2016-07-08 00:00:00.000,ANOMABO,supervisor,Beer / Wine / Spirit Sellers
427,2016,0,60,60,2016-07-08 00:00:00.000,ANOMABO,supervisor,Beer / Wine / Spirit Sellers
429,2016,36,36,72,2016-07-08 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
430,2016,60,60,120,2016-07-08 00:00:00.000,ANOMABO,supervisor,Beer / Wine / Spirit Sellers
431,2016,180,180,360,2016-07-08 00:00:00.000,ANOMABO,supervisor,Chemical sellers (Big)
433,2016,36,36,72,2016-07-08 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
436,2016,36,36,72,2016-07-08 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
437,2016,230,240,470,2016-07-08 00:00:00.000,ANOMABO,supervisor,Provision Store
438,2016,200,120,440,2016-07-08 00:00:00.000,ANOMABO,supervisor,Provision Store
451,2016,26,36,62,2016-07-08 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
452,2016,72,72,144,2016-07-08 00:00:00.000,ANOMABO,supervisor,TV & Electrical Appliance (Lawyer Enchil & Kama et
751,2016,36,36,72,2016-07-08 00:00:00.000,ANOMABO,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
764,2016,120,120,240,2016-07-08 00:00:00.000,ANOMABO,supervisor,Provision Store
768,2016,21,36,57,2016-07-08 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
769,2016,60,60,120,2016-07-08 00:00:00.000,ANOMABO,supervisor,Beer / Wine / Spirit Sellers
770,2016,24,48,72,2016-07-08 00:00:00.000,ANOMABO,supervisor,Beer / Wine / Spirit Sellers
772,2016,240,240,480,2016-07-08 00:00:00.000,ANOMABO,supervisor,Provision Store
773,2016,240,240,480,2016-07-08 00:00:00.000,ANOMABO,supervisor,Provision Store
774,2016,36,36,72,2016-07-08 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
775,2016,36,36,72,2016-07-08 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
869,2016,240,240,480,2016-07-08 00:00:00.000,ANOMABO,supervisor,Provision Store
892,2016,240,100,480,2016-07-08 00:00:00.000,ANOMABO,supervisor,Provision Store
897,2016,16,36,52,2016-07-08 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
898,2016,36,36,72,2016-07-08 00:00:00.000,ANOMABO,supervisor,Medium Fitting Shop
900,2016,84,120,204,2016-07-08 00:00:00.000,ANOMABO,supervisor,Canopy/Chairs Hiring
901,2016,36,36,72,2016-07-08 00:00:00.000,ANOMABO,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
902,2016,48,48,96,2016-07-08 00:00:00.000,ANOMABO,supervisor,Akpeteshie Sellers
903,2016,60,60,120,2016-07-08 00:00:00.000,ANOMABO,supervisor,Beer / Wine / Spirit Sellers
904,2016,60,60,120,2016-07-08 00:00:00.000,ANOMABO,supervisor,Beer / Wine / Spirit Sellers
905,2016,190,240,430,2016-07-08 00:00:00.000,ANOMABO,supervisor,Provision Store
906,2016,40,60,100,2016-07-08 00:00:00.000,ANOMABO,supervisor,Materials
907,2016,36,36,72,2016-07-08 00:00:00.000,ANOMABO,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
908,2016,60,60,120,2016-07-08 00:00:00.000,ANOMABO,supervisor,Refrigerator/Phone/Generators Repaires
