buss_no,officer_no,paidamount,monthpaid,transdate,fiscal_year,receiptno,electroral_area,buss_type,email
1729,1,10,October,2017-10-25 00:00:00.000,2017,8966325,MANKESSIM,GENERAL GOODS,
1745,1,5,July,2017-07-07 00:00:00.000,2017,8957638,MANKESSIM,Barber,
1745,1,10,August,2017-08-24 00:00:00.000,2017,8962301,MANKESSIM,Barber,
1745,1,10,December,2017-12-28 00:00:00.000,2017,8970252,MANKESSIM,Barber,
1746,1,20,May,2017-05-08 00:00:00.000,2017,2962261,MANKESSIM,Others,
1746,1,20,May,2017-05-24 00:00:00.000,2017,8955804,MANKESSIM,Others,
1746,1,20,June,2017-06-06 00:00:00.000,2017,8957610,MANKESSIM,Others,
1746,1,20,September,2017-09-28 00:00:00.000,2017,8962392,MANKESSIM,Others,
1746,1,20,October,2017-10-13 00:00:00.000,2017,8964993,MANKESSIM,Others,
1746,1,50,December,2017-12-28 00:00:00.000,2017,8970270,MANKESSIM,Others,
1748,1,10,September,2017-09-07 00:00:00.000,2017,8962356,MANKESSIM,Chop Bar/Fast food Joint,
1756,1,10,November,2017-11-09 00:00:00.000,2017,8966383,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
1756,1,5,November,2017-11-15 00:00:00.000,2017,8968018,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
1757,1,10,December,2017-12-20 00:00:00.000,2017,8970204,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
1760,1,20,May,2017-05-30 00:00:00.000,2017,8955834,MANKESSIM,GENERAL GOODS,
1760,1,10,June,2017-06-06 00:00:00.000,2017,8957636,MANKESSIM,GENERAL GOODS,
1760,1,50,August,2017-08-24 00:00:00.000,2017,8960487,MANKESSIM,GENERAL GOODS,
1760,1,50,September,2017-09-28 00:00:00.000,2017,8964903,MANKESSIM,GENERAL GOODS,
1760,1,50,November,2017-11-15 00:00:00.000,2017,8968009,MANKESSIM,GENERAL GOODS,
1760,1,70,December,2017-12-20 00:00:00.000,2017,8970217,MANKESSIM,GENERAL GOODS,
1761,1,60,September,2017-09-28 00:00:00.000,2017,8964926,MANKESSIM,GENERAL GOODS,
1761,1,15,December,2017-12-14 00:00:00.000,2017,8968099,MANKESSIM,GENERAL GOODS,
1761,1,30,December,2017-12-28 00:00:00.000,2017,8970240,MANKESSIM,GENERAL GOODS,
1766,1,10,November,2017-11-15 00:00:00.000,2017,8968026,MANKESSIM,GENERAL GOODS,
1766,1,10,December,2017-12-06 00:00:00.000,2017,8968061,MANKESSIM,GENERAL GOODS,
1768,1,5,August,2017-08-24 00:00:00.000,2017,8962328,MANKESSIM,Chop Bar/Fast food Joint,
1768,1,5,December,2017-12-06 00:00:00.000,2017,8968074,MANKESSIM,Chop Bar/Fast food Joint,
1768,1,5,December,2017-12-06 00:00:00.000,2017,8968083,MANKESSIM,Chop Bar/Fast food Joint,
1769,1,30,July,2017-07-08 00:00:00.000,2017,8957667,MANKESSIM,GENERAL GOODS,
1769,1,12,October,2017-10-25 00:00:00.000,2017,8966302,MANKESSIM,GENERAL GOODS,
1773,1,5,February,2015-01-31 00:00:00.000,2017,2962239,MANKESSIM,Chop Bar/Fast food Joint,
1773,1,5,May,2017-05-08 00:00:00.000,2017,2962272,MANKESSIM,Chop Bar/Fast food Joint,
1773,1,5,May,2017-05-30 00:00:00.000,2017,8955848,MANKESSIM,Chop Bar/Fast food Joint,
1773,1,10,May,2017-05-30 00:00:00.000,2017,8955828,MANKESSIM,Chop Bar/Fast food Joint,
1773,1,5,June,2017-06-06 00:00:00.000,2017,8955896,MANKESSIM,Chop Bar/Fast food Joint,
1773,1,5,June,2017-06-06 00:00:00.000,2017,8957623,MANKESSIM,Chop Bar/Fast food Joint,
1773,1,5,July,2017-07-05 00:00:00.000,2017,8957654,MANKESSIM,Chop Bar/Fast food Joint,
1773,1,5,July,2017-07-21 00:00:00.000,2017,8960474,MANKESSIM,Chop Bar/Fast food Joint,
1773,1,10,July,2017-07-21 00:00:00.000,2017,8960445,MANKESSIM,Chop Bar/Fast food Joint,
1773,1,5,August,2017-08-24 00:00:00.000,2017,8960488,MANKESSIM,Chop Bar/Fast food Joint,
1773,1,5,August,2017-08-24 00:00:00.000,2017,8962325,MANKESSIM,Chop Bar/Fast food Joint,
1773,1,5,September,2017-09-28 00:00:00.000,2017,8964917,MANKESSIM,Chop Bar/Fast food Joint,
1773,1,5,October,2017-10-13 00:00:00.000,2017,8964999,MANKESSIM,Chop Bar/Fast food Joint,
1773,1,20,November,2017-11-15 00:00:00.000,2017,8968012,MANKESSIM,Chop Bar/Fast food Joint,
1773,1,5,December,2017-12-06 00:00:00.000,2017,8968054,MANKESSIM,Chop Bar/Fast food Joint,
1773,1,80,December,2017-12-14 00:00:00.000,2017,8968092,MANKESSIM,Chop Bar/Fast food Joint,
1776,1,30,July,2017-07-08 00:00:00.000,2017,8957668,MANKESSIM,GENERAL GOODS,
1777,1,30,September,2017-09-28 00:00:00.000,2017,8964932,MANKESSIM,GENERAL GOODS,
1777,1,10,October,2017-10-31 00:00:00.000,2017,8966342,MANKESSIM,GENERAL GOODS,
1777,1,10,October,2017-10-31 00:00:00.000,2017,8966371,MANKESSIM,GENERAL GOODS,
1777,1,10,November,2017-11-15 00:00:00.000,2017,8968017,MANKESSIM,GENERAL GOODS,
1777,1,10,December,2017-12-06 00:00:00.000,2017,8968066,MANKESSIM,GENERAL GOODS,
1777,1,10,December,2017-12-20 00:00:00.000,2017,8970213,MANKESSIM,GENERAL GOODS,
1777,1,10,December,2017-12-28 00:00:00.000,2017,8970238,MANKESSIM,GENERAL GOODS,
1779,1,5,July,2017-07-21 00:00:00.000,2017,8960429,MANKESSIM,GENERAL GOODS,
1779,1,10,October,2017-10-31 00:00:00.000,2017,8966376,MANKESSIM,GENERAL GOODS,
1779,1,20,October,2017-10-31 00:00:00.000,2017,8966372,MANKESSIM,GENERAL GOODS,
1787,1,20,July,2017-07-21 00:00:00.000,2017,8960456,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
1787,1,5,October,2017-10-25 00:00:00.000,2017,8966319,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
1894,1,20,May,2017-05-12 00:00:00.000,2017,2959296,MANKESSIM,Mobile to Mobile Transfers & Credit Cards ,
1894,1,20,June,2017-06-01 00:00:00.000,2017,8955564,MANKESSIM,Mobile to Mobile Transfers & Credit Cards ,
1917,1,10,July,2017-07-21 00:00:00.000,2017,8960421,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
1921,1,10,January,2017-01-10 00:00:00.000,2017,2957154,MANKESSIM,Rice/flour/sugar dealers,
1921,1,10,January,2017-01-27 00:00:00.000,2017,2957166,MANKESSIM,Rice/flour/sugar dealers,
1926,1,10,July,2017-07-08 00:00:00.000,2017,8957694,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
1926,1,10,August,2017-08-24 00:00:00.000,2017,8960484,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
1930,1,10,June,2017-06-08 00:00:00.000,2017,8955863,MANKESSIM,Mobile to Mobile Transfers & Credit Cards ,
1930,1,10,June,2017-06-08 00:00:00.000,2017,8955864,MANKESSIM,Mobile to Mobile Transfers & Credit Cards ,
1934,1,10,January,2017-01-10 00:00:00.000,2017,2957147,MANKESSIM,Distributors:  Fan milk,
1936,1,10,May,2017-05-08 00:00:00.000,2017,2962258,MANKESSIM,Corn Millers:     Cat. B - 1 Mill ,
1936,1,10,August,2017-08-24 00:00:00.000,2017,8960500,MANKESSIM,Corn Millers:     Cat. B - 1 Mill ,
1936,1,10,May,2017-05-30 00:00:00.000,2017,8955831,MANKESSIM,Corn Millers:     Cat. B - 1 Mill ,
1936,1,10,August,2017-08-24 00:00:00.000,2017,8962338,MANKESSIM,Corn Millers:     Cat. B - 1 Mill ,
1936,1,10,September,2017-09-28 00:00:00.000,2017,8962394,MANKESSIM,Corn Millers:     Cat. B - 1 Mill ,
1936,1,10,September,2017-09-28 00:00:00.000,2017,8964907,MANKESSIM,Corn Millers:     Cat. B - 1 Mill ,
1936,1,20,September,2017-09-28 00:00:00.000,2017,8962396,MANKESSIM,Corn Millers:     Cat. B - 1 Mill ,
1936,1,10,December,2017-12-06 00:00:00.000,2017,8968068,MANKESSIM,Corn Millers:     Cat. B - 1 Mill ,
1936,1,50,December,2017-12-14 00:00:00.000,2017,8968091,MANKESSIM,Corn Millers:     Cat. B - 1 Mill ,
1937,1,10,May,2017-05-02 00:00:00.000,2017,2959277,MANKESSIM,GENERAL GOODS,
1938,1,5,January,2017-01-27 00:00:00.000,2017,2957167,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
1938,1,6,February,2017-02-09 00:00:00.000,2017,2957200,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
1940,1,60,May,2017-05-02 00:00:00.000,2017,2959272,MANKESSIM,Mobile to Mobile Transfers & Credit Cards ,
1947,1,10,January,2017-01-27 00:00:00.000,2017,2957176,MANKESSIM,Distributors:  Fan milk,
1953,1,20,May,2017-05-02 00:00:00.000,2017,2959283,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
200,1,10,July,2017-07-21 00:00:00.000,2017,8960446,RESTAURANT/CHOP BAR/CANTEEN,Chop Bar/Fast food Joint,
2017,1,8,January,2017-01-10 00:00:00.000,2017,2957143,MANKESSIM,GENERAL GOODS,
2041,1,5,January,2017-01-27 00:00:00.000,2017,2957187,MANKESSIM,GENERAL GOODS,
2071,1,7,February,2017-02-14 00:00:00.000,2017,2959214,MANKESSIM,Small Spare Parts Shop,
2116,1,7,February,2017-02-14 00:00:00.000,2017,2959222,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2116,1,10,February,2017-02-14 00:00:00.000,2017,2959216,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2120,1,5,July,2017-07-08 00:00:00.000,2017,8957699,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2120,1,10,July,2017-07-08 00:00:00.000,2017,8957657,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2120,1,5,July,2017-07-21 00:00:00.000,2017,8960449,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2120,1,10,December,2017-12-20 00:00:00.000,2017,8970228,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2123,1,50,July,2017-07-21 00:00:00.000,2017,8960462,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2123,1,40,December,2017-12-20 00:00:00.000,2017,8970205,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2124,1,20,June,2017-06-06 00:00:00.000,2017,8955900,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2124,1,10,July,2017-07-08 00:00:00.000,2017,8957685,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2124,1,10,August,2017-08-24 00:00:00.000,2017,8962307,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2229,1,6,January,2017-01-13 00:00:00.000,2017,2954699,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2229,1,10,July,2017-07-21 00:00:00.000,2017,8960466,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2229,1,5,September,2017-09-13 00:00:00.000,2017,8962371,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2229,1,5,October,2017-10-06 00:00:00.000,2017,8964966,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
2235,1,20,June,2017-06-01 00:00:00.000,2017,8955551,MANKESSIM,GENERAL GOODS,
2282,1,6,March,2017-03-01 00:00:00.000,2017,2959243,MANKESSIM,GENERAL GOODS,
235,1,10,January,2017-01-10 00:00:00.000,2017,2957159,MANKESSIM,GENERAL GOODS,
237,1,10,January,2017-01-10 00:00:00.000,2017,2957162,MANKESSIM,MATERIALS,
241,1,10,January,2017-01-10 00:00:00.000,2017,2957160,MANKESSIM,Provision Store,
241,1,10,May,2017-05-05 00:00:00.000,2017,2962245,MANKESSIM,Provision Store,
244,1,40,May,2017-05-02 00:00:00.000,2017,2959279,MANKESSIM,Book/Stationery Stores,
248,1,10,January,2017-01-10 00:00:00.000,2017,2957164,MANKESSIM,GENERAL GOODS,
270,1,6,January,2017-01-27 00:00:00.000,2017,2957183,MANKESSIM,Materials,
2709,1,40,September,2017-09-28 00:00:00.000,2017,8962397,MANKESSIM,GENERAL GOODS,
2732,1,10,January,2017-01-27 00:00:00.000,2017,2957170,MANKESSIM,PLASTICS WARES & RUBBERS,
2743,1,10,January,2017-01-27 00:00:00.000,2017,2957169,MANKESSIM,GENERAL GOODS,
2756,1,6,January,2017-02-09 00:00:00.000,2017,2957191,MANKESSIM,GENERAL GOODS,
276,1,9,January,2017-01-10 00:00:00.000,2017,2957145,MANKESSIM,TAILOR,
2761,1,30,May,2017-05-26 00:00:00.000,2017,8955538,MANKESSIM,GENERAL GOODS,
2768,1,32,May,2017-05-12 00:00:00.000,2017,2959290,MANKESSIM,GENERAL GOODS,
2770,1,60,May,2017-05-02 00:00:00.000,2017,2959282,MANKESSIM,GENERAL GOODS,
2771,1,40,March,2017-03-01 00:00:00.000,2017,2959254,MANKESSIM,GENERAL GOODS,
2777,1,30,December,2017-12-06 00:00:00.000,2017,8968071,MANKESSIM,GENERAL GOODS,
2778,1,20,May,2017-05-12 00:00:00.000,2017,2959294,MANKESSIM,GENERAL GOODS,
2787,1,120,May,2017-05-12 00:00:00.000,2017,2959293,MANKESSIM,GENERAL GOODS,
2789,1,10,May,2017-05-02 00:00:00.000,2017,2959258,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2789,1,10,May,2017-05-02 00:00:00.000,2017,2959259,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2791,1,20,June,2017-06-01 00:00:00.000,2017,8955547,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2795,1,20,May,2017-05-12 00:00:00.000,2017,2959288,MANKESSIM,GENERAL GOODS,
2796,1,30,May,2017-05-02 00:00:00.000,2017,2959278,MANKESSIM,GENERAL GOODS,
2802,1,30,May,2017-05-12 00:00:00.000,2017,2959299,MANKESSIM,GENERAL GOODS,
2809,1,70,June,2015-01-31 00:00:00.000,2017,8955872,MANKESSIM,GENERAL GOODS,
2809,1,30,September,2017-09-28 00:00:00.000,2017,8962393,MANKESSIM,GENERAL GOODS,
2809,1,40,October,2017-10-31 00:00:00.000,2017,8966368,MANKESSIM,GENERAL GOODS,
2810,1,10,October,2017-10-06 00:00:00.000,2017,8964965,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2810,1,10,October,2017-10-25 00:00:00.000,2017,8966310,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2810,1,10,November,2017-11-29 00:00:00.000,2017,8968045,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
2811,1,50,May,2017-05-26 00:00:00.000,2017,8955859,MANKESSIM,GENERAL GOODS,
2811,1,50,July,2017-07-21 00:00:00.000,2017,8960459,MANKESSIM,GENERAL GOODS,
2811,1,20,October,2017-10-13 00:00:00.000,2017,8964978,MANKESSIM,GENERAL GOODS,
2813,1,20,June,2017-06-06 00:00:00.000,2017,8957606,MANKESSIM,GENERAL GOODS,
2813,1,20,July,2017-07-21 00:00:00.000,2017,8960405,MANKESSIM,GENERAL GOODS,
2813,1,20,August,2017-08-24 00:00:00.000,2017,8960481,MANKESSIM,GENERAL GOODS,
2813,1,20,September,2017-09-28 00:00:00.000,2017,8964918,MANKESSIM,GENERAL GOODS,
2813,1,20,November,2017-11-09 00:00:00.000,2017,8966385,MANKESSIM,GENERAL GOODS,
2815,1,10,May,2017-05-05 00:00:00.000,2017,2962249,MANKESSIM,GENERAL GOODS,
2815,1,10,May,2017-05-08 00:00:00.000,2017,2962266,MANKESSIM,GENERAL GOODS,
2815,1,15,June,2017-06-06 00:00:00.000,2017,8955877,MANKESSIM,GENERAL GOODS,
2815,1,10,September,2017-09-28 00:00:00.000,2017,8964901,MANKESSIM,GENERAL GOODS,
2815,1,10,September,2017-09-28 00:00:00.000,2017,8964940,MANKESSIM,GENERAL GOODS,
2815,1,20,November,2017-11-15 00:00:00.000,2017,8968038,MANKESSIM,GENERAL GOODS,
2815,1,5,December,2017-12-28 00:00:00.000,2017,8970234,MANKESSIM,GENERAL GOODS,
2816,1,50,May,2017-05-08 00:00:00.000,2017,2962265,MANKESSIM,Agrochemicals` Business Small Scale Store,
2817,1,20,May,2017-05-30 00:00:00.000,2017,8955823,MANKESSIM,Comm. Centre/Secretarial Services,
2817,1,10,June,2017-06-06 00:00:00.000,2017,8957635,MANKESSIM,Comm. Centre/Secretarial Services,
2817,1,10,July,2017-07-21 00:00:00.000,2017,8960439,MANKESSIM,Comm. Centre/Secretarial Services,
2817,1,10,August,2017-08-24 00:00:00.000,2017,8962330,MANKESSIM,Comm. Centre/Secretarial Services,
2817,1,20,September,2017-09-28 00:00:00.000,2017,8962388,MANKESSIM,Comm. Centre/Secretarial Services,
2817,1,30,September,2017-09-28 00:00:00.000,2017,8964925,MANKESSIM,Comm. Centre/Secretarial Services,
2817,1,10,October,2017-10-31 00:00:00.000,2017,8966339,MANKESSIM,Comm. Centre/Secretarial Services,
2817,1,10,December,2017-12-14 00:00:00.000,2017,8968098,MANKESSIM,Comm. Centre/Secretarial Services,
2818,1,25,October,2017-10-25 00:00:00.000,2017,8966314,MANKESSIM,Provision Store,
2818,1,10,December,2017-12-28 00:00:00.000,2017,8970253,MANKESSIM,Provision Store,
2818,1,10,November,2017-11-15 00:00:00.000,2017,8968022,MANKESSIM,Provision Store,
2818,1,10,December,2017-12-28 00:00:00.000,2017,8970263,MANKESSIM,Provision Store,
2825,1,20,February,2015-01-31 00:00:00.000,2017,2962237,MANKESSIM,FOOTWARES,
2825,1,10,June,2017-05-05 00:00:00.000,2017,8955853,MANKESSIM,FOOTWARES,
2825,1,10,May,2017-05-24 00:00:00.000,2017,8955805,MANKESSIM,FOOTWARES,
2825,1,10,July,2017-07-08 00:00:00.000,2017,8957700,MANKESSIM,FOOTWARES,
2825,1,10,August,2017-08-24 00:00:00.000,2017,8960498,MANKESSIM,FOOTWARES,
2825,1,1,September,2017-09-07 00:00:00.000,2017,8962362,MANKESSIM,FOOTWARES,
2825,1,10,September,2017-09-28 00:00:00.000,2017,8964931,MANKESSIM,FOOTWARES,
2825,1,10,October,2017-10-31 00:00:00.000,2017,8966367,MANKESSIM,FOOTWARES,
2825,1,10,November,2017-11-15 00:00:00.000,2017,8968042,MANKESSIM,FOOTWARES,
2825,1,10,December,2017-12-28 00:00:00.000,2017,8970267,MANKESSIM,FOOTWARES,
2826,1,10,February,2017-02-25 00:00:00.000,2017,2962221,MANKESSIM,Pampers & Sanitary Pads     Category A,
2826,1,10,February,2017-02-25 00:00:00.000,2017,2962225,MANKESSIM,Pampers & Sanitary Pads     Category A,
2826,1,10,February,2017-02-28 00:00:00.000,2017,2962242,MANKESSIM,Pampers & Sanitary Pads     Category A,
2826,1,10,May,2017-05-08 00:00:00.000,2017,2962271,MANKESSIM,Pampers & Sanitary Pads     Category A,
2826,1,10,May,2017-05-24 00:00:00.000,2017,8955801,MANKESSIM,Pampers & Sanitary Pads     Category A,
2826,1,10,June,2017-06-06 00:00:00.000,2017,8957607,MANKESSIM,Pampers & Sanitary Pads     Category A,
2826,1,10,July,2017-07-05 00:00:00.000,2017,8957649,MANKESSIM,Pampers & Sanitary Pads     Category A,
2826,1,10,July,2017-07-07 00:00:00.000,2017,8957640,MANKESSIM,Pampers & Sanitary Pads     Category A,
2826,1,10,July,2017-07-08 00:00:00.000,2017,8957660,MANKESSIM,Pampers & Sanitary Pads     Category A,
2826,1,10,July,2017-07-21 00:00:00.000,2017,8960422,MANKESSIM,Pampers & Sanitary Pads     Category A,
2828,1,10,August,2017-08-24 00:00:00.000,2017,8962339,MANKESSIM,Provision Store,
2828,1,20,September,2017-09-28 00:00:00.000,2017,8962398,MANKESSIM,Provision Store,
2828,1,20,October,2017-10-13 00:00:00.000,2017,8964994,MANKESSIM,Provision Store,
2828,1,10,October,2017-10-31 00:00:00.000,2017,8966341,MANKESSIM,Provision Store,
2829,1,10,June,2017-05-05 00:00:00.000,2017,8955854,MANKESSIM,FOOTWARES,
2829,1,20,May,2017-05-08 00:00:00.000,2017,2962262,MANKESSIM,FOOTWARES,
1026,1,10,May,2017-05-30 00:00:00.000,2017,2959980,MANKESSIM,TV & Electrical Appliance (Lawyer Enchil & Kama et,
1026,1,10,June,2017-06-07 00:00:00.000,2017,8956808,MANKESSIM,TV & Electrical Appliance (Lawyer Enchil & Kama et,
1031,1,15,April,2017-04-20 00:00:00.000,2017,2959926,MANKESSIM,Large Scale Timber Dealer,
1047,1,10,May,2017-05-05 00:00:00.000,2017,2959929,MANKESSIM,Provision Store,
1047,1,40,July,2017-07-05 00:00:00.000,2017,8957918,MANKESSIM,Provision Store,
1047,1,60,September,2017-09-05 00:00:00.000,2017,8962719,MANKESSIM,Provision Store,
1052,1,20,June,2017-06-07 00:00:00.000,2017,8956806,MANKESSIM,Auto Electrician,
1053,1,20,January,2017-01-06 00:00:00.000,2017,2955660,MANKESSIM,Chemical sellers (Big),
1055,1,20,May,2017-05-25 00:00:00.000,2017,2959964,MANKESSIM,Spareparts Dealer,
1060,1,10,June,2017-06-16 00:00:00.000,2017,8956834,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
1061,1,60,June,2017-06-09 00:00:00.000,2017,8955581,MANKESSIM,GENERAL MERCHANT,
1067,1,60,July,2017-07-05 00:00:00.000,2017,8957944,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
1067,1,10,December,2017-12-05 00:00:00.000,2017,8970032,MANKESSIM,Carpenters/Welders/Fitters/Mason/Tailors,
1177,4,20,September,2017-09-29 00:00:00.000,2017,8964385,SALTPOND,Provision Store,
1177,4,20,December,2017-12-12 00:00:00.000,2017,8969652,SALTPOND,Provision Store,
1182,4,20,December,2017-12-12 00:00:00.000,2017,8969655,SALTPOND,Mobile phone dealer,
1185,4,20,May,2017-05-18 00:00:00.000,2017,2964373,SALTPOND,Barber,
1188,4,40,July,2017-07-13 00:00:00.000,2017,8957153,SALTPOND,Provision Store,
1188,4,40,October,2017-10-10 00:00:00.000,2017,8965614,SALTPOND,Provision Store,
1190,4,30,December,2017-12-12 00:00:00.000,2017,8969636,SALTPOND,Seamstress & Hairdressers with other Facilities ,
1191,4,40,September,2017-09-14 00:00:00.000,2017,8961774,SALTPOND,Seamstress & Hairdressers with other Facilities ,
1191,4,20,December,2017-12-12 00:00:00.000,2017,8969625,SALTPOND,Seamstress & Hairdressers with other Facilities ,
1192,4,20,August,2017-08-25 00:00:00.000,2017,8961723,SALTPOND,GENERAL GOODS,
1192,4,20,September,2017-09-29 00:00:00.000,2017,8964310,SALTPOND,GENERAL GOODS,
1192,4,20,September,2017-09-29 00:00:00.000,2017,8964386,SALTPOND,GENERAL GOODS,
1192,4,30,October,2017-10-10 00:00:00.000,2017,8965635,SALTPOND,GENERAL GOODS,
1192,4,15,December,2017-12-12 00:00:00.000,2017,8969633,SALTPOND,GENERAL GOODS,
1193,4,30,March,2017-03-14 00:00:00.000,2017,2958393,SALTPOND,Provision Store,
1193,4,20,July,2017-07-17 00:00:00.000,2017,8957170,SALTPOND,Provision Store,
1193,4,30,September,2017-09-29 00:00:00.000,2017,8965601,SALTPOND,Provision Store,
1193,4,120,December,2017-12-04 00:00:00.000,2017,8965691,SALTPOND,Provision Store,
1195,4,20,March,2017-03-14 00:00:00.000,2017,2958398,SALTPOND,Provision Store,
1198,4,75,September,2017-09-26 00:00:00.000,2017,8964357,SALTPOND,Provision Store,
1199,4,70,August,2017-08-11 00:00:00.000,2017,8961709,SALTPOND,Photographers [Roving],
1199,4,30,August,2017-08-16 00:00:00.000,2017,8961710,SALTPOND,Photographers [Roving],
1199,4,50,August,2017-08-25 00:00:00.000,2017,8961733,SALTPOND,Photographers [Roving],
1199,4,10,October,2017-10-10 00:00:00.000,2017,8965633,SALTPOND,Photographers [Roving],
1199,4,40,October,2017-10-10 00:00:00.000,2017,8965632,SALTPOND,Photographers [Roving],
1199,4,60,December,2017-12-12 00:00:00.000,2017,8969660,SALTPOND,Photographers [Roving],
12,4,10,March,2017-03-14 00:00:00.000,2017,2958394,SALTPOND,Seamstress & Hairdressers with other Facilities ,
12,4,10,August,2017-08-04 00:00:00.000,2017,8957193,SALTPOND,Seamstress & Hairdressers with other Facilities ,
12,4,20,September,2017-09-29 00:00:00.000,2017,8964390,SALTPOND,Seamstress & Hairdressers with other Facilities ,
12,4,20,October,2017-10-10 00:00:00.000,2017,8965672,SALTPOND,Seamstress & Hairdressers with other Facilities ,
1200,4,6,January,2017-01-25 00:00:00.000,2017,2958331,SALTPOND,Seamstress & Hairdressers with other Facilities ,
1200,4,20,August,2017-08-16 00:00:00.000,2017,8961712,SALTPOND,Seamstress & Hairdressers with other Facilities ,
1200,4,10,August,2017-08-25 00:00:00.000,2017,8961732,SALTPOND,Seamstress & Hairdressers with other Facilities ,
1200,4,20,September,2017-09-14 00:00:00.000,2017,8961773,SALTPOND,Seamstress & Hairdressers with other Facilities ,
1200,4,10,October,2017-10-10 00:00:00.000,2017,8965652,SALTPOND,Seamstress & Hairdressers with other Facilities ,
1202,4,10,August,2017-08-03 00:00:00.000,2017,8957185,SALTPOND,Seamstress & Hairdressers with other Facilities ,
1202,4,10,September,2017-09-26 00:00:00.000,2017,8964353,SALTPOND,Seamstress & Hairdressers with other Facilities ,
1202,4,10,October,2017-10-10 00:00:00.000,2017,8965605,SALTPOND,Seamstress & Hairdressers with other Facilities ,
1202,4,10,October,2017-10-10 00:00:00.000,2017,8965651,SALTPOND,Seamstress & Hairdressers with other Facilities ,
