buss_no,receiptno,description,transdate,amount
1313,8966844,PAYMENT RECEIPT,2017-11-03 00:00:00.000,20
1313,8970303,PAYMENT RECEIPT,2017-12-15 00:00:00.000,20
1314,8960061,PAYMENT RECEIPT,2017-07-28 00:00:00.000,480
1324,8966812,PAYMENT RECEIPT,2017-10-30 00:00:00.000,60
1331,8956862,PAYMENT RECEIPT,2017-07-10 00:00:00.000,20
1331,8961508,PAYMENT RECEIPT,2017-08-09 00:00:00.000,10
1331,8970304,PAYMENT RECEIPT,2017-12-15 00:00:00.000,10
1333,8956992,PAYMENT RECEIPT,2017-07-05 00:00:00.000,1200
1336,8961572,PAYMENT RECEIPT,2017-08-18 00:00:00.000,20
1336,8966820,PAYMENT RECEIPT,2017-10-30 00:00:00.000,20
1361,2957234,PAYMENT RECEIPT,2017-01-24 00:00:00.000,62
1368,8966881,PAYMENT RECEIPT,2015-12-05 00:00:00.000,70
1368,8956889,PAYMENT RECEIPT,2017-07-10 00:00:00.000,70
1372,2956581,PAYMENT RECEIPT,2017-02-02 00:00:00.000,6
1378,8956898,PAYMENT RECEIPT,2017-08-09 00:00:00.000,10
1387,8956899,PAYMENT RECEIPT,2017-08-09 00:00:00.000,10
1387,8966825,PAYMENT RECEIPT,2017-11-03 00:00:00.000,10
1387,8966866,PAYMENT RECEIPT,2017-11-30 00:00:00.000,20
1393,8960050,PAYMENT RECEIPT,2017-07-26 00:00:00.000,30
1393,8961406,PAYMENT RECEIPT,2017-08-16 00:00:00.000,30
1393,8964697,PAYMENT RECEIPT,2017-10-16 00:00:00.000,20
1393,8969381,PAYMENT RECEIPT,2017-11-01 00:00:00.000,20
1393,8968745,PAYMENT RECEIPT,2017-12-13 00:00:00.000,20
1400,8961540,PAYMENT RECEIPT,2017-08-18 00:00:00.000,10
1400,8961585,PAYMENT RECEIPT,2017-10-06 00:00:00.000,10
1400,8966834,PAYMENT RECEIPT,2017-11-03 00:00:00.000,20
1400,8966863,PAYMENT RECEIPT,2017-11-30 00:00:00.000,5
1404,8966808,PAYMENT RECEIPT,2017-10-30 00:00:00.000,30
1406,8961504,PAYMENT RECEIPT,2017-08-09 00:00:00.000,20
1406,8961530,PAYMENT RECEIPT,2017-08-09 00:00:00.000,24
1406,8966829,PAYMENT RECEIPT,2017-11-03 00:00:00.000,24
1406,8966894,PAYMENT RECEIPT,2017-12-12 00:00:00.000,20
1407,8954437,PAYMENT RECEIPT,2017-05-12 00:00:00.000,30
1407,8956986,PAYMENT RECEIPT,2017-07-05 00:00:00.000,30
1407,8961548,PAYMENT RECEIPT,2017-08-18 00:00:00.000,40
1407,8964628,PAYMENT RECEIPT,2017-09-04 00:00:00.000,30
1407,8968718,PAYMENT RECEIPT,2017-12-13 00:00:00.000,30
1418,2957236,PAYMENT RECEIPT,2017-01-24 00:00:00.000,5
1427,8961511,PAYMENT RECEIPT,2017-08-09 00:00:00.000,10
143,2957263,PAYMENT RECEIPT,2017-01-24 00:00:00.000,20
144,8960055,PAYMENT RECEIPT,2017-07-26 00:00:00.000,20
144,8961464,PAYMENT RECEIPT,2017-08-16 00:00:00.000,20
144,8963884,PAYMENT RECEIPT,2017-09-27 00:00:00.000,20
144,8967746,PAYMENT RECEIPT,2017-11-08 00:00:00.000,20
144,8970923,PAYMENT RECEIPT,2017-12-27 00:00:00.000,20
1449,8961554,PAYMENT RECEIPT,2017-08-18 00:00:00.000,10
1449,8961545,PAYMENT RECEIPT,2017-08-18 00:00:00.000,20
1449,8966822,PAYMENT RECEIPT,2017-11-03 00:00:00.000,10
1449,8966806,PAYMENT RECEIPT,2017-10-30 00:00:00.000,10
145,8956983,PAYMENT RECEIPT,2015-01-31 00:00:00.000,10
145,8954430,PAYMENT RECEIPT,2017-05-12 00:00:00.000,15
145,8954489,PAYMENT RECEIPT,2017-06-01 00:00:00.000,10
145,8956949,PAYMENT RECEIPT,2017-06-12 00:00:00.000,10
145,8960056,PAYMENT RECEIPT,2017-07-26 00:00:00.000,10
145,8964630,PAYMENT RECEIPT,2017-09-04 00:00:00.000,10
145,8963801,PAYMENT RECEIPT,2017-09-13 00:00:00.000,10
145,8969366,PAYMENT RECEIPT,2017-11-01 00:00:00.000,20
146,8963306,PAYMENT RECEIPT,2017-09-01 00:00:00.000,20
146,8965447,PAYMENT RECEIPT,2017-10-02 00:00:00.000,50
150,8961373,PAYMENT RECEIPT,2017-08-16 00:00:00.000,20
150,8963390,PAYMENT RECEIPT,2017-09-28 00:00:00.000,10
150,8967024,PAYMENT RECEIPT,2017-11-01 00:00:00.000,20
150,8968629,PAYMENT RECEIPT,2017-12-04 00:00:00.000,20
151,8961392,PAYMENT RECEIPT,2017-08-31 00:00:00.000,20
151,8963339,PAYMENT RECEIPT,2017-09-01 00:00:00.000,20
151,8963367,PAYMENT RECEIPT,2017-09-11 00:00:00.000,20
151,8968621,PAYMENT RECEIPT,2017-12-04 00:00:00.000,30
152,8963310,PAYMENT RECEIPT,2017-09-01 00:00:00.000,20
152,8963359,PAYMENT RECEIPT,2017-09-11 00:00:00.000,10
152,8965406,PAYMENT RECEIPT,2017-10-02 00:00:00.000,10
152,8967045,PAYMENT RECEIPT,2017-11-01 00:00:00.000,10
152,8968607,PAYMENT RECEIPT,2017-12-04 00:00:00.000,30
154,8957295,PAYMENT RECEIPT,2017-07-17 00:00:00.000,20
154,8965472,PAYMENT RECEIPT,2017-10-20 00:00:00.000,20
154,8968644,PAYMENT RECEIPT,2017-12-20 00:00:00.000,20
155,8957296,PAYMENT RECEIPT,2017-07-17 00:00:00.000,20
1552,8966805,PAYMENT RECEIPT,2017-10-30 00:00:00.000,10
1552,8966896,PAYMENT RECEIPT,2017-12-12 00:00:00.000,10
1555,8966878,PAYMENT RECEIPT,2015-12-05 00:00:00.000,10
1555,8961583,PAYMENT RECEIPT,2017-10-06 00:00:00.000,15
156,8965423,PAYMENT RECEIPT,2017-10-02 00:00:00.000,120
1562,8966809,PAYMENT RECEIPT,2017-10-30 00:00:00.000,20
1568,2957251,PAYMENT RECEIPT,2017-01-24 00:00:00.000,20
1575,2957262,PAYMENT RECEIPT,2017-01-24 00:00:00.000,20
158,8961467,PAYMENT RECEIPT,2017-08-16 00:00:00.000,20
1581,8963315,PAYMENT RECEIPT,2017-09-01 00:00:00.000,10
160,8956957,PAYMENT RECEIPT,2017-06-12 00:00:00.000,10
160,8960020,PAYMENT RECEIPT,2017-07-05 00:00:00.000,10
160,8963886,PAYMENT RECEIPT,2017-09-27 00:00:00.000,14
160,8964678,PAYMENT RECEIPT,2017-10-04 00:00:00.000,10
160,8964679,PAYMENT RECEIPT,2017-10-04 00:00:00.000,14
160,8969365,PAYMENT RECEIPT,2017-11-01 00:00:00.000,10
160,8968793,PAYMENT RECEIPT,2017-12-13 00:00:00.000,20
1604,8954443,PAYMENT RECEIPT,2017-05-12 00:00:00.000,2000
1635,8963358,PAYMENT RECEIPT,2017-09-11 00:00:00.000,30
1635,8965460,PAYMENT RECEIPT,2017-10-02 00:00:00.000,10
1636,2957298,PAYMENT RECEIPT,2017-04-19 00:00:00.000,10
1636,8954446,PAYMENT RECEIPT,2017-05-12 00:00:00.000,10
1636,8956962,PAYMENT RECEIPT,2017-06-12 00:00:00.000,10
1636,8960082,PAYMENT RECEIPT,2017-07-31 00:00:00.000,10
1636,8963811,PAYMENT RECEIPT,2017-09-13 00:00:00.000,10
1636,8964647,PAYMENT RECEIPT,2017-10-04 00:00:00.000,20
1636,8968743,PAYMENT RECEIPT,2017-12-13 00:00:00.000,30
1637,8956939,PAYMENT RECEIPT,2017-06-12 00:00:00.000,20
1638,2957295,PAYMENT RECEIPT,2017-04-19 00:00:00.000,40
1638,8954468,PAYMENT RECEIPT,2017-05-31 00:00:00.000,20
1638,8956994,PAYMENT RECEIPT,2017-07-05 00:00:00.000,20
1638,8960062,PAYMENT RECEIPT,2017-07-28 00:00:00.000,20
1638,8961429,PAYMENT RECEIPT,2017-08-16 00:00:00.000,20
1638,8963843,PAYMENT RECEIPT,2017-09-27 00:00:00.000,20
1638,8969311,PAYMENT RECEIPT,2017-10-25 00:00:00.000,20
1638,8967737,PAYMENT RECEIPT,2017-11-08 00:00:00.000,20
1638,8970950,PAYMENT RECEIPT,2017-12-27 00:00:00.000,20
1639,8954418,PAYMENT RECEIPT,2017-05-03 00:00:00.000,15
1639,8960031,PAYMENT RECEIPT,2017-07-05 00:00:00.000,15
1639,8963866,PAYMENT RECEIPT,2017-09-27 00:00:00.000,30
1639,8967736,PAYMENT RECEIPT,2017-11-08 00:00:00.000,15
1639,8970915,PAYMENT RECEIPT,2017-12-27 00:00:00.000,15
1641,8954466,PAYMENT RECEIPT,2017-05-31 00:00:00.000,20
1641,8960003,PAYMENT RECEIPT,2017-07-05 00:00:00.000,10
1641,8961428,PAYMENT RECEIPT,2017-08-16 00:00:00.000,10
1641,8968768,PAYMENT RECEIPT,2017-12-13 00:00:00.000,20
1642,8960008,PAYMENT RECEIPT,2017-07-05 00:00:00.000,20
1642,8970952,PAYMENT RECEIPT,2017-12-27 00:00:00.000,20
1644,8954414,PAYMENT RECEIPT,2017-05-03 00:00:00.000,10
1644,8954472,PAYMENT RECEIPT,2017-05-31 00:00:00.000,10
1644,8956981,PAYMENT RECEIPT,2017-06-12 00:00:00.000,10
1644,8960025,PAYMENT RECEIPT,2017-07-05 00:00:00.000,10
1644,8960098,PAYMENT RECEIPT,2017-07-31 00:00:00.000,10
1644,8963806,PAYMENT RECEIPT,2017-09-13 00:00:00.000,10
1644,8964693,PAYMENT RECEIPT,2017-10-16 00:00:00.000,10
1644,8967710,PAYMENT RECEIPT,2017-11-22 00:00:00.000,10
1644,8967773,PAYMENT RECEIPT,2017-11-30 00:00:00.000,10
1644,8970908,PAYMENT RECEIPT,2017-12-27 00:00:00.000,10
1645,8954403,PAYMENT RECEIPT,2017-05-03 00:00:00.000,16
1645,8954473,PAYMENT RECEIPT,2017-05-31 00:00:00.000,16
1645,8961438,PAYMENT RECEIPT,2017-08-16 00:00:00.000,16
1645,8964692,PAYMENT RECEIPT,2017-10-16 00:00:00.000,16
1645,8970951,PAYMENT RECEIPT,2017-12-27 00:00:00.000,16
1101,2948457,PAYMENT RECEIPT,2016-06-08 00:00:00.000,20
1101,2950679,PAYMENT RECEIPT,2016-09-14 00:00:00.000,20
1106,2948465,PAYMENT RECEIPT,2016-07-22 00:00:00.000,6
1106,2950650,PAYMENT RECEIPT,2016-08-31 00:00:00.000,10
1106,2953154,PAYMENT RECEIPT,2016-10-17 00:00:00.000,10
1120,2948485,PAYMENT RECEIPT,2016-07-29 00:00:00.000,10
113,2948804,PAYMENT RECEIPT,2016-06-11 00:00:00.000,20
113,2948887,PAYMENT RECEIPT,2016-07-15 00:00:00.000,20
113,2951760,PAYMENT RECEIPT,2016-09-08 00:00:00.000,20
1136,320962,PAYMENT RECEIPT,2016-03-15 00:00:00.000,5
1136,2948468,PAYMENT RECEIPT,2016-07-22 00:00:00.000,10
1137,2950610,PAYMENT RECEIPT,2016-08-17 00:00:00.000,10
1143,2948458,PAYMENT RECEIPT,2016-06-08 00:00:00.000,30
115,2946894,PAYMENT RECEIPT,2015-05-27 00:00:00.000,10
115,2948846,PAYMENT RECEIPT,2016-06-11 00:00:00.000,10
115,2948876,PAYMENT RECEIPT,2016-07-08 00:00:00.000,10
115,2948896,PAYMENT RECEIPT,2016-07-15 00:00:00.000,10
115,2950460,PAYMENT RECEIPT,2016-07-27 00:00:00.000,10
115,2951704,PAYMENT RECEIPT,2016-08-31 00:00:00.000,10
115,2951737,PAYMENT RECEIPT,2016-09-08 00:00:00.000,10
115,2951795,PAYMENT RECEIPT,2016-10-04 00:00:00.000,10
1159,327680,PAYMENT RECEIPT,2016-05-16 00:00:00.000,36
1166,323101,PAYMENT RECEIPT,2016-02-05 00:00:00.000,10
1167,2953134,PAYMENT RECEIPT,2016-09-23 00:00:00.000,20
117,320908,PAYMENT RECEIPT,2016-01-18 00:00:00.000,30
1181,320656,PAYMENT RECEIPT,2016-02-09 00:00:00.000,12
1181,2951451,PAYMENT RECEIPT,2016-09-14 00:00:00.000,20
1185,2951420,PAYMENT RECEIPT,2016-07-01 00:00:00.000,20
1188,325661,PAYMENT RECEIPT,2016-04-01 00:00:00.000,40
1188,2951415,PAYMENT RECEIPT,2016-07-01 00:00:00.000,20
1189,2946732,PAYMENT RECEIPT,2016-05-19 00:00:00.000,30
119,2946860,PAYMENT RECEIPT,2015-05-13 00:00:00.000,6
119,2946864,PAYMENT RECEIPT,2015-05-27 00:00:00.000,6
119,323171,PAYMENT RECEIPT,2016-02-25 00:00:00.000,30
119,2948856,PAYMENT RECEIPT,2016-06-30 00:00:00.000,6
1191,325615,PAYMENT RECEIPT,2016-03-09 00:00:00.000,16
1192,2946749,PAYMENT RECEIPT,2016-05-23 00:00:00.000,20
1193,320698,PAYMENT RECEIPT,2016-03-02 00:00:00.000,10
1193,2946754,PAYMENT RECEIPT,2016-05-30 00:00:00.000,20
1195,2946791,PAYMENT RECEIPT,2016-08-22 00:00:00.000,10
1195,2946789,PAYMENT RECEIPT,2016-08-22 00:00:00.000,12
1200,2946793,PAYMENT RECEIPT,2016-08-22 00:00:00.000,20
1202,2946750,PAYMENT RECEIPT,2016-05-23 00:00:00.000,20
1202,2951413,PAYMENT RECEIPT,2016-07-01 00:00:00.000,20
1203,2946794,PAYMENT RECEIPT,2016-08-22 00:00:00.000,10
1204,325682,PAYMENT RECEIPT,2016-04-07 00:00:00.000,20
1204,2951414,PAYMENT RECEIPT,2016-07-01 00:00:00.000,20
1206,320601,PAYMENT RECEIPT,2016-01-06 00:00:00.000,18
1208,320700,PAYMENT RECEIPT,2016-02-02 00:00:00.000,10
1208,2946706,PAYMENT RECEIPT,2016-05-13 00:00:00.000,6
1208,2951421,PAYMENT RECEIPT,2016-07-01 00:00:00.000,20
1208,2951442,PAYMENT RECEIPT,2016-09-08 00:00:00.000,20
1211,320671,PAYMENT RECEIPT,2016-02-18 00:00:00.000,20
1211,2951440,PAYMENT RECEIPT,2016-09-08 00:00:00.000,20
1211,2951441,PAYMENT RECEIPT,2016-09-08 00:00:00.000,30
1212,2951422,PAYMENT RECEIPT,2016-07-01 00:00:00.000,20
1212,2951439,PAYMENT RECEIPT,2016-09-07 00:00:00.000,38
1214,2951450,PAYMENT RECEIPT,2016-09-14 00:00:00.000,20
1216,320692,PAYMENT RECEIPT,2016-02-18 00:00:00.000,32
1218,320968,PAYMENT RECEIPT,2016-03-16 00:00:00.000,40
1218,2948477,PAYMENT RECEIPT,2016-07-29 00:00:00.000,40
1219,323124,PAYMENT RECEIPT,2016-02-11 00:00:00.000,5
1219,2948503,PAYMENT RECEIPT,2016-06-15 00:00:00.000,10
1219,2948549,PAYMENT RECEIPT,2016-06-16 00:00:00.000,10
122,320921,PAYMENT RECEIPT,2016-02-15 00:00:00.000,32
1221,2950689,PAYMENT RECEIPT,2016-09-21 00:00:00.000,18
1231,323106,PAYMENT RECEIPT,2016-02-05 00:00:00.000,12
1233,323113,PAYMENT RECEIPT,2016-02-05 00:00:00.000,6
1238,323109,PAYMENT RECEIPT,2016-02-05 00:00:00.000,12
1243,323107,PAYMENT RECEIPT,2016-02-05 00:00:00.000,12
1244,323122,PAYMENT RECEIPT,2016-02-11 00:00:00.000,6
125,320920,PAYMENT RECEIPT,2016-02-15 00:00:00.000,17
1252,2948480,PAYMENT RECEIPT,2016-07-29 00:00:00.000,10
1253,327622,PAYMENT RECEIPT,2016-04-15 00:00:00.000,240
1297,320263,PAYMENT RECEIPT,2016-01-18 00:00:00.000,5
1297,323111,PAYMENT RECEIPT,2016-02-05 00:00:00.000,4
1297,2953141,PAYMENT RECEIPT,2016-09-28 00:00:00.000,36
13,2946711,PAYMENT RECEIPT,2016-05-13 00:00:00.000,20
13,2946738,PAYMENT RECEIPT,2016-05-19 00:00:00.000,10
1302,327618,PAYMENT RECEIPT,2016-04-15 00:00:00.000,9
1302,2950622,PAYMENT RECEIPT,2016-08-19 00:00:00.000,12
1302,2953149,PAYMENT RECEIPT,2016-10-17 00:00:00.000,6
1304,327666,PAYMENT RECEIPT,2016-05-13 00:00:00.000,5
1304,2953159,PAYMENT RECEIPT,2016-10-17 00:00:00.000,10
131,320984,PAYMENT RECEIPT,2016-03-29 00:00:00.000,16
131,2948487,PAYMENT RECEIPT,2016-07-29 00:00:00.000,10
131,2950695,PAYMENT RECEIPT,2016-09-21 00:00:00.000,5
131,2953146,PAYMENT RECEIPT,2016-09-28 00:00:00.000,5
132,320964,PAYMENT RECEIPT,2016-03-15 00:00:00.000,16
132,2953151,PAYMENT RECEIPT,2016-10-17 00:00:00.000,60
1325,320291,PAYMENT RECEIPT,2016-01-21 00:00:00.000,5
1325,323127,PAYMENT RECEIPT,2016-02-11 00:00:00.000,6
1328,327681,PAYMENT RECEIPT,2016-05-19 00:00:00.000,120
134,2948412,PAYMENT RECEIPT,2016-06-07 00:00:00.000,10
134,2948488,PAYMENT RECEIPT,2016-08-03 00:00:00.000,10
134,2950633,PAYMENT RECEIPT,2016-08-24 00:00:00.000,5
134,2950643,PAYMENT RECEIPT,2016-08-29 00:00:00.000,5
134,2950669,PAYMENT RECEIPT,2016-09-07 00:00:00.000,5
134,2950690,PAYMENT RECEIPT,2016-09-21 00:00:00.000,5
134,2953148,PAYMENT RECEIPT,2016-09-28 00:00:00.000,5
1345,2950684,PAYMENT RECEIPT,2016-09-14 00:00:00.000,30
1351,320991,PAYMENT RECEIPT,2016-04-06 00:00:00.000,50
1351,2948421,PAYMENT RECEIPT,2016-06-15 00:00:00.000,30
1353,2950613,PAYMENT RECEIPT,2016-08-17 00:00:00.000,60
1358,320938,PAYMENT RECEIPT,2016-02-29 00:00:00.000,20
1358,327607,PAYMENT RECEIPT,2016-04-11 00:00:00.000,20
1358,2948408,PAYMENT RECEIPT,2016-06-07 00:00:00.000,20
1358,2950660,PAYMENT RECEIPT,2016-09-02 00:00:00.000,20
1358,2953140,PAYMENT RECEIPT,2016-09-28 00:00:00.000,20
1359,2950604,PAYMENT RECEIPT,2016-08-12 00:00:00.000,20
1359,2953155,PAYMENT RECEIPT,2016-10-17 00:00:00.000,20
1366,327682,PAYMENT RECEIPT,2016-05-19 00:00:00.000,10
1366,2948405,PAYMENT RECEIPT,2016-06-07 00:00:00.000,10
1366,2948491,PAYMENT RECEIPT,2016-08-03 00:00:00.000,10
1366,2950673,PAYMENT RECEIPT,2016-09-14 00:00:00.000,10
137,2948464,PAYMENT RECEIPT,2016-07-22 00:00:00.000,20
1375,327671,PAYMENT RECEIPT,2016-05-13 00:00:00.000,5
1375,327699,PAYMENT RECEIPT,2016-05-25 00:00:00.000,5
1375,2948415,PAYMENT RECEIPT,2016-06-07 00:00:00.000,5
1375,2950700,PAYMENT RECEIPT,2016-09-21 00:00:00.000,5
1378,323110,PAYMENT RECEIPT,2016-02-05 00:00:00.000,10
1386,323105,PAYMENT RECEIPT,2016-02-05 00:00:00.000,6
139,327639,PAYMENT RECEIPT,2015-04-27 00:00:00.000,20
139,320976,PAYMENT RECEIPT,2016-03-23 00:00:00.000,10
139,327678,PAYMENT RECEIPT,2016-05-16 00:00:00.000,10
139,2950686,PAYMENT RECEIPT,2016-09-14 00:00:00.000,20
1393,323560,PAYMENT RECEIPT,2016-03-12 00:00:00.000,14
1393,2946951,PAYMENT RECEIPT,2016-05-11 00:00:00.000,16
1393,2950888,PAYMENT RECEIPT,2016-08-27 00:00:00.000,6
1393,2952088,PAYMENT RECEIPT,2016-09-27 00:00:00.000,16
140,320969,PAYMENT RECEIPT,2016-03-16 00:00:00.000,16
140,327663,PAYMENT RECEIPT,2016-05-04 00:00:00.000,16
140,2948462,PAYMENT RECEIPT,2016-07-22 00:00:00.000,16
140,2950657,PAYMENT RECEIPT,2016-09-02 00:00:00.000,8
140,2953123,PAYMENT RECEIPT,2016-09-23 00:00:00.000,8
1407,326413,PAYMENT RECEIPT,2016-03-23 00:00:00.000,20
1407,327727,PAYMENT RECEIPT,2016-04-13 00:00:00.000,10
1407,2947924,PAYMENT RECEIPT,2016-05-25 00:00:00.000,10
141,327629,PAYMENT RECEIPT,2016-04-15 00:00:00.000,12
141,2950670,PAYMENT RECEIPT,2016-09-09 00:00:00.000,10
1415,320936,PAYMENT RECEIPT,2016-02-29 00:00:00.000,10
1417,320978,PAYMENT RECEIPT,2016-03-29 00:00:00.000,10
1417,327623,PAYMENT RECEIPT,2016-04-15 00:00:00.000,10
1417,2948472,PAYMENT RECEIPT,2016-07-27 00:00:00.000,10
1418,327608,PAYMENT RECEIPT,2016-04-11 00:00:00.000,20
1418,2948406,PAYMENT RECEIPT,2016-06-07 00:00:00.000,10
1418,2950666,PAYMENT RECEIPT,2016-09-07 00:00:00.000,6
144,323116,PAYMENT RECEIPT,2016-02-05 00:00:00.000,5
144,320187,PAYMENT RECEIPT,2016-02-06 00:00:00.000,10
144,323194,PAYMENT RECEIPT,2016-03-10 00:00:00.000,20
144,326441,PAYMENT RECEIPT,2016-03-30 00:00:00.000,21
144,2948540,PAYMENT RECEIPT,2016-06-16 00:00:00.000,10
144,2950841,PAYMENT RECEIPT,2016-08-19 00:00:00.000,21
144,2952018,PAYMENT RECEIPT,2016-09-07 00:00:00.000,20
1445,320250,PAYMENT RECEIPT,2016-01-11 00:00:00.000,5
145,326423,PAYMENT RECEIPT,2016-03-23 00:00:00.000,10
145,327782,PAYMENT RECEIPT,2016-04-20 00:00:00.000,10
145,2950832,PAYMENT RECEIPT,2016-08-17 00:00:00.000,14
1456,2951446,PAYMENT RECEIPT,2016-09-08 00:00:00.000,120
1457,325671,PAYMENT RECEIPT,2016-04-04 00:00:00.000,20
1457,2946731,PAYMENT RECEIPT,2016-05-19 00:00:00.000,20
1457,2951407,PAYMENT RECEIPT,2016-08-20 00:00:00.000,20
1458,325620,PAYMENT RECEIPT,2016-03-09 00:00:00.000,20
1458,2946776,PAYMENT RECEIPT,2016-07-04 00:00:00.000,20
146,2946830,PAYMENT RECEIPT,2016-05-05 00:00:00.000,20
146,2950483,PAYMENT RECEIPT,2016-08-18 00:00:00.000,5
146,2951724,PAYMENT RECEIPT,2016-09-02 00:00:00.000,20
1462,320613,PAYMENT RECEIPT,2016-01-18 00:00:00.000,30
1464,325607,PAYMENT RECEIPT,2016-02-02 00:00:00.000,100
1464,2951436,PAYMENT RECEIPT,2016-09-07 00:00:00.000,50
1468,325636,PAYMENT RECEIPT,2016-03-17 00:00:00.000,10
1468,325637,PAYMENT RECEIPT,2016-03-17 00:00:00.000,10
1471,325670,PAYMENT RECEIPT,2016-04-04 00:00:00.000,20
1472,2946773,PAYMENT RECEIPT,2016-06-16 00:00:00.000,20
1474,2951433,PAYMENT RECEIPT,2016-09-07 00:00:00.000,30
1475,2946734,PAYMENT RECEIPT,2016-05-19 00:00:00.000,20
1480,320603,PAYMENT RECEIPT,2016-01-15 00:00:00.000,6
1483,2946702,PAYMENT RECEIPT,2016-05-13 00:00:00.000,40
1483,2951410,PAYMENT RECEIPT,2016-08-20 00:00:00.000,20
1484,325621,PAYMENT RECEIPT,2016-03-09 00:00:00.000,40
1485,320699,PAYMENT RECEIPT,2016-02-02 00:00:00.000,10
1486,325604,PAYMENT RECEIPT,2016-02-02 00:00:00.000,10
1487,320694,PAYMENT RECEIPT,2016-02-18 00:00:00.000,20
1488,325689,PAYMENT RECEIPT,2016-04-07 00:00:00.000,10
1488,325688,PAYMENT RECEIPT,2016-04-07 00:00:00.000,46
1489,325672,PAYMENT RECEIPT,2016-04-04 00:00:00.000,20
1489,2946724,PAYMENT RECEIPT,2016-05-19 00:00:00.000,20
1489,2946774,PAYMENT RECEIPT,2016-07-04 00:00:00.000,40
1491,2946770,PAYMENT RECEIPT,2016-06-16 00:00:00.000,20
1492,2946785,PAYMENT RECEIPT,2016-07-08 00:00:00.000,10
1493,2946728,PAYMENT RECEIPT,2016-05-19 00:00:00.000,20
1493,2946755,PAYMENT RECEIPT,2016-05-30 00:00:00.000,20
150,2946878,PAYMENT RECEIPT,2015-05-27 00:00:00.000,10
150,326100,PAYMENT RECEIPT,2016-04-15 00:00:00.000,10
150,2948847,PAYMENT RECEIPT,2016-06-11 00:00:00.000,10
151,320213,PAYMENT RECEIPT,2015-01-31 00:00:00.000,10
151,2951727,PAYMENT RECEIPT,2016-09-02 00:00:00.000,10
151,2951734,PAYMENT RECEIPT,2016-09-08 00:00:00.000,10
151,2951759,PAYMENT RECEIPT,2016-09-08 00:00:00.000,10
151,2951774,PAYMENT RECEIPT,2016-09-27 00:00:00.000,10
151,2951798,PAYMENT RECEIPT,2016-10-04 00:00:00.000,6
152,2946884,PAYMENT RECEIPT,2015-05-27 00:00:00.000,10
152,2951702,PAYMENT RECEIPT,2016-08-31 00:00:00.000,10
152,2951726,PAYMENT RECEIPT,2016-09-02 00:00:00.000,10
154,2948808,PAYMENT RECEIPT,2016-06-11 00:00:00.000,10
154,2948822,PAYMENT RECEIPT,2016-06-11 00:00:00.000,10
154,2950409,PAYMENT RECEIPT,2016-07-27 00:00:00.000,10
154,2950465,PAYMENT RECEIPT,2016-07-27 00:00:00.000,10
1549,2950697,PAYMENT RECEIPT,2016-09-21 00:00:00.000,20
155,2946882,PAYMENT RECEIPT,2015-05-27 00:00:00.000,10
155,2946895,PAYMENT RECEIPT,2015-05-27 00:00:00.000,10
155,2948838,PAYMENT RECEIPT,2016-06-11 00:00:00.000,10
155,2948886,PAYMENT RECEIPT,2016-07-15 00:00:00.000,10
155,2950408,PAYMENT RECEIPT,2016-07-27 00:00:00.000,10
155,2951703,PAYMENT RECEIPT,2016-08-31 00:00:00.000,10
1554,2950734,PAYMENT RECEIPT,2015-08-26 00:00:00.000,6
1554,2947545,PAYMENT RECEIPT,2016-06-22 00:00:00.000,10
1554,2947554,PAYMENT RECEIPT,2016-06-22 00:00:00.000,10
1554,2950722,PAYMENT RECEIPT,2016-08-24 00:00:00.000,10
1556,2953103,PAYMENT RECEIPT,2016-09-23 00:00:00.000,10
1557,2950624,PAYMENT RECEIPT,2016-08-19 00:00:00.000,36
156,2948866,PAYMENT RECEIPT,2016-07-08 00:00:00.000,10
156,2950421,PAYMENT RECEIPT,2016-07-27 00:00:00.000,10
156,2950450,PAYMENT RECEIPT,2016-07-27 00:00:00.000,15
156,2951718,PAYMENT RECEIPT,2016-09-02 00:00:00.000,10
1563,2953153,PAYMENT RECEIPT,2016-10-17 00:00:00.000,20
1565,327673,PAYMENT RECEIPT,2016-05-16 00:00:00.000,10
1565,2950644,PAYMENT RECEIPT,2016-08-29 00:00:00.000,20
157,2950401,PAYMENT RECEIPT,2016-07-27 00:00:00.000,40
1576,2953152,PAYMENT RECEIPT,2016-10-17 00:00:00.000,20
1577,2950676,PAYMENT RECEIPT,2016-09-14 00:00:00.000,10
158,323510,PAYMENT RECEIPT,2016-03-09 00:00:00.000,10
1580,2953135,PAYMENT RECEIPT,2016-09-23 00:00:00.000,20
1581,327679,PAYMENT RECEIPT,2016-05-16 00:00:00.000,10
1582,327670,PAYMENT RECEIPT,2016-05-13 00:00:00.000,36
1585,2950645,PAYMENT RECEIPT,2016-08-29 00:00:00.000,16
1585,2953118,PAYMENT RECEIPT,2016-09-23 00:00:00.000,10
1586,2948611,PAYMENT RECEIPT,2016-06-20 00:00:00.000,50
1587,2950615,PAYMENT RECEIPT,2016-08-17 00:00:00.000,30
159,2950807,PAYMENT RECEIPT,2016-08-11 00:00:00.000,10
159,2950840,PAYMENT RECEIPT,2016-08-19 00:00:00.000,5
159,2950862,PAYMENT RECEIPT,2016-08-24 00:00:00.000,5
1595,2948445,PAYMENT RECEIPT,2016-07-12 00:00:00.000,40
160,320137,PAYMENT RECEIPT,2016-01-06 00:00:00.000,15
